	Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	Final Grouping	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2	Unnamed: 50	Unnamed: 51
4281	SRX982747	SRR1957315	1/1/2023 20:32	4/8/2015 15:14	3033184.0	643035008.0	3033184.0	212.0	431.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR001/1957/SRR1957315/SRR1957315.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	4009.0	SRP056978	PRJNA280612		280612.0	SRS897399	SAMN03465449	simple	1773.0	Mycobacterium tuberculosis	GSM1653225							no					GEO	SRA250519		public	068CC1D3B40C2C8DD4148955E537C783	918824EE7281E965326C3506113BD33D				
4282	SRX982748	SRR1957316	1/1/2023 20:32	4/8/2015 15:10	3252464.0	689522368.0	3252464.0	212.0	462.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR001/1957/SRR1957316/SRR1957316.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	4009.0	SRP056978	PRJNA280612		280612.0	SRS897389	SAMN03465450	simple	1773.0	Mycobacterium tuberculosis	GSM1653226							no					GEO	SRA250519		public	BBC751F38A36D937DDDAEF59CA378B0C	342A42FEAB738ABEE3C56E3BF806ADC9				
4283	SRX982749	SRR1957317	1/1/2023 20:32	4/8/2015 15:19	11412660.0	2419483920.0	11412660.0	212.0	1551.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR001/1957/SRR1957317/SRR1957317.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	4008.0	SRP056978	PRJNA280612		280612.0	SRS897397	SAMN03465451	simple	1773.0	Mycobacterium tuberculosis	GSM1653227							no					GEO	SRA250519		public	78CF69CC292CB6E8E7FBF8A7F71481D2	205EA75D1DA7D496FBC052C43469DBC3				
4284	SRX982750	SRR1957318	1/1/2023 20:32	4/8/2015 15:16	10750942.0	2279199704.0	10750942.0	212.0	1466.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR001/1957/SRR1957318/SRR1957318.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	4008.0	SRP056978	PRJNA280612		280612.0	SRS897398	SAMN03465452	simple	1773.0	Mycobacterium tuberculosis	GSM1653228							no					GEO	SRA250519		public	8DB90CEAAE3099FFE51156596030C121	1547B7A7A9E3FAE93BE3E57A473A7233				
4285	SRX982751	SRR1957319	1/1/2023 20:32	4/8/2015 15:18	11326777.0	2401276724.0	11326777.0	212.0	1539.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR001/1957/SRR1957319/SRR1957319.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	4007.0	SRP056978	PRJNA280612		280612.0	SRS897396	SAMN03465453	simple	1773.0	Mycobacterium tuberculosis	GSM1653229							no					GEO	SRA250519		public	DED52FDED0912D6C1D44D56CA8C1C012	DE81257E33A3305662DECC171CDA5A51				
4286	SRX982752	SRR1957320	1/1/2023 20:32	4/8/2015 15:17	8902056.0	1887235872.0	8902056.0	212.0	1210.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR001/1957/SRR1957320/SRR1957320.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	4007.0	SRP056978	PRJNA280612		280612.0	SRS897394	SAMN03465454	simple	1773.0	Mycobacterium tuberculosis	GSM1653230							no					GEO	SRA250519		public	DD687838773A0C83D24F700C4FC0300C	EA4AF6AC3A0C9DFCA9F3464BEFAC0AF1				
4287	SRX982753	SRR1957321	1/1/2023 20:32	4/8/2015 15:18	12144634.0	2574662408.0	12144634.0	212.0	1647.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR001/1957/SRR1957321/SRR1957321.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	4006.0	SRP056978	PRJNA280612		280612.0	SRS897395	SAMN03465455	simple	1773.0	Mycobacterium tuberculosis	GSM1653231							no					GEO	SRA250519		public	FBC19BBE39DF78887A52B119BBB0BF68	D395823F40AEF68FEA9B83D6A54BB689				
4288	SRX982754	SRR1957322	1/1/2023 20:32	4/8/2015 15:13	10774250.0	2284141000.0	10774250.0	212.0	1472.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR001/1957/SRR1957322/SRR1957322.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	4006.0	SRP056978	PRJNA280612		280612.0	SRS897393	SAMN03465456	simple	1773.0	Mycobacterium tuberculosis	GSM1653232							no					GEO	SRA250519		public	7EFEFA23BA85694E2000851E1BAC33CE	097DEC639C45D7D521781178A622BBF2				
4289	SRX982755	SRR1957323	1/1/2023 20:32	4/8/2015 15:25	23829355.0	5051823260.0	23829355.0	212.0	3240.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR001/1957/SRR1957323/SRR1957323.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	4005.0	SRP056978	PRJNA280612		280612.0	SRS897392	SAMN03465457	simple	1773.0	Mycobacterium tuberculosis	GSM1653233							no					GEO	SRA250519		public	D6C233A9CD6CD304CA9FE432C874532D	63A605CEABCA253E5636A9AB10A55DDB				
4290	SRX982756	SRR1957324	1/1/2023 20:32	4/8/2015 15:23	15243243.0	3231567516.0	15243243.0	212.0	2068.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR001/1957/SRR1957324/SRR1957324.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	4005.0	SRP056978	PRJNA280612		280612.0	SRS897390	SAMN03465458	simple	1773.0	Mycobacterium tuberculosis	GSM1653234							no					GEO	SRA250519		public	43B064E1D083831D9AE82F87F70D29CA	93A1A3A9620425654F4DBFA013760B5C				
4291	SRX9938227	SRR13529913	7/17/2021 8:26	1/26/2021 9:12	4062629.0	613933646.0	4062629.0	151.0	258.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13529/SRR13529913/SRR13529913.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	4004.0	SRP303293	PRJNA694847	3.0	694847.0	SRS8113206	SAMN17575525	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5035214							no					GEO	SRA1187842		public	446D66C1998FAC1902E42216D228314C	14B106591E401D9A0C9105457FDDE1B4				
4292	SRX9938228	SRR13529914	7/17/2021 8:26	1/26/2021 9:14	10078302.0	1514422867.0	10078302.0	150.0	643.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13529/SRR13529914/SRR13529914.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	4004.0	SRP303293	PRJNA694847	3.0	694847.0	SRS8113207	SAMN17575524	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5035215							no					GEO	SRA1187842		public	56FACA395B7E46739C2DA3B9855BFF04	E8DD4E8297ECC852F5B3FAAF8D635B0B				
4293	SRX9938229	SRR13529915	7/17/2021 8:26	1/26/2021 9:14	6989068.0	1054324710.0	6989068.0	150.0	454.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13529/SRR13529915/SRR13529915.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	4004.0	SRP303293	PRJNA694847	3.0	694847.0	SRS8113208	SAMN17575559	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5035216							no					GEO	SRA1187842		public	BB34F46609F9BD1065FAE1FD8958A152	76C74D475934DC469FBF650AF4520AD1				
4294	SRX9938230	SRR13529916	7/17/2021 8:26	1/26/2021 9:14	7854113.0	1186559353.0	7854113.0	151.0	496.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13529/SRR13529916/SRR13529916.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	4003.0	SRP303293	PRJNA694847	3.0	694847.0	SRS8113209	SAMN17575558	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5035217							no					GEO	SRA1187842		public	C04B05F3EF277DAC4F4F16E7D205A09E	982519D74BC54CE86A5CCEDA1ECC9843				
4295	SRX9938231	SRR13529917	7/17/2021 8:26	1/26/2021 9:14	8142738.0	1229544058.0	8142738.0	150.0	533.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13529/SRR13529917/SRR13529917.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	4003.0	SRP303293	PRJNA694847	3.0	694847.0	SRS8113210	SAMN17575557	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5035218							no					GEO	SRA1187842		public	D887A4AA71B364D46AE8985144881F23	B0853A705BDB68DEF5A309E688528A2B				
4296	SRX9938232	SRR13529918	7/17/2021 8:26	1/26/2021 9:14	7947427.0	1200277989.0	7947427.0	151.0	499.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13529/SRR13529918/SRR13529918.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	4003.0	SRP303293	PRJNA694847	3.0	694847.0	SRS8113211	SAMN17575454	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5035219							no					GEO	SRA1187842		public	F8F54E9F251FE0C3FF0653574EFD027A	848ED8AD010E133636E19F449BCB5306				
4297	SRX9938233	SRR13529919	7/17/2021 8:26	1/26/2021 9:14	8501272.0	1284997794.0	8501272.0	151.0	539.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13529/SRR13529919/SRR13529919.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	4002.0	SRP303293	PRJNA694847	3.0	694847.0	SRS8113212	SAMN17575453	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5035220							no					GEO	SRA1187842		public	3759CAA6BD39AC5A6FB9A33092AE5664	FA76752D40DADF0DCCB9BEB395C8EF88				
4298	SRX9938234	SRR13529920	7/17/2021 8:26	1/26/2021 9:14	7599503.0	1148199421.0	7599503.0	151.0	481.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13529/SRR13529920/SRR13529920.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	4002.0	SRP303293	PRJNA694847	3.0	694847.0	SRS8113213	SAMN17575451	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5035221							no					GEO	SRA1187842		public	EEA338A1E2C758508AB5D1B789C5529B	74C8815B4F9ACF69516AAAF9F793CA7B				
4299	SRX9938235	SRR13529921	7/17/2021 8:26	1/26/2021 9:16	16526080.0	1247389742.0	0.0	75.0	520.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13529/SRR13529921/SRR13529921.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	4002.0	SRP303293	PRJNA694847	3.0	694847.0	SRS8113214	SAMN17575458	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5035222							no					GEO	SRA1187842		public	C736D70DBE7BCD186E9256916E7B73A6	AB0F6780D9D5CB858CEE2D7148DAEF96				
4300	SRX9938236	SRR13529922	7/17/2021 8:26	1/26/2021 9:14	8098324.0	1220963944.0	8098324.0	150.0	510.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13529/SRR13529922/SRR13529922.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	4001.0	SRP303293	PRJNA694847	3.0	694847.0	SRS8113215	SAMN17575457	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5035223							no					GEO	SRA1187842		public	9E0DBD9297C17E23F9147F94856AA2DB	457AF3593EDD97E6B302132A96FD5C78				
4301	SRX9938237	SRR13529923	7/17/2021 8:26	1/26/2021 9:14	8007042.0	1209437609.0	8007042.0	151.0	504.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13529/SRR13529923/SRR13529923.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	4001.0	SRP303293	PRJNA694847	3.0	694847.0	SRS8113216	SAMN17575456	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5035224							no					GEO	SRA1187842		public	A1C3EBF531816412A8291814BA36A139	7AD2148AFB3F2CF5B560D19E53CE5BDE				
4302	SRX9938238	SRR13529924	7/17/2021 8:26	1/26/2021 9:15	9067739.0	1368218254.0	9067739.0	150.0	571.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13529/SRR13529924/SRR13529924.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	4001.0	SRP303293	PRJNA694847	3.0	694847.0	SRS8113217	SAMN17575455	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5035225							no					GEO	SRA1187842		public	6D78666F6A34EBD62620DF4D36676C6C	6AD08474CABCC55127BC16ED13E6CFD7				
4303	SRX9951413	SRR13552887	12/17/2021 13:09	1/28/2021 21:12	5412209.0	818396481.0	5412209.0	151.0	306.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13552/SRR13552887/SRR13552887.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	478.0	SRP303368	PRJNA694989	3.0	694989.0	SRS8126002	SAMN17595044	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5044332							no					GEO	SRA1188185		public	FB1CB52267475FFDFEB44D52840AE1D2	9AA60FA35A35DC68EFC079BBE6619A78				
4304	SRX9951414	SRR13552888	12/17/2021 13:09	1/28/2021 21:12	6338464.0	958452499.0	6338464.0	151.0	355.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR013/13552/SRR13552888/SRR13552888.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	478.0	SRP303368	PRJNA694989	3.0	694989.0	SRS8126005	SAMN17595043	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5044333							no					GEO	SRA1188185		public	FCC6873DA144D66AC5DD320978097944	EDF64FE8228576FB253978A18715D8EA				
4305	SRX9951415	SRR13552889	12/17/2021 13:09	1/28/2021 21:13	6358610.0	961156493.0	6358610.0	151.0	355.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR013/13552/SRR13552889/SRR13552889.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	478.0	SRP303368	PRJNA694989	3.0	694989.0	SRS8126004	SAMN17595042	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5044334							no					GEO	SRA1188185		public	873B999AB7AFE091E285DCA99FCF8419	31F64F4BB812441F47E5A3D5ECD44F38				
4306	SRX9951416	SRR13552890	12/17/2021 13:09	1/26/2021 18:18	6327414.0	956484232.0	6327414.0	151.0	354.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR013/13552/SRR13552890/SRR13552890.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	479.0	SRP303368	PRJNA694989	3.0	694989.0	SRS8126008	SAMN17595041	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5044335							no					GEO	SRA1188185		public	2C293945BC4C30D7948FE1944C24D44B	C2B1F8A61087A7F11D9F7679A02A20E4				
4307	SRX9951417	SRR13552891	12/17/2021 13:09	1/28/2021 21:13	5413174.0	817932866.0	5413174.0	151.0	305.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR013/13552/SRR13552891/SRR13552891.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	479.0	SRP303368	PRJNA694989	3.0	694989.0	SRS8126007	SAMN17595040	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5044336							no					GEO	SRA1188185		public	532274062F26A7FD5DD1EFEAFBFE4D20	61F69498ECE4D30CBE90E97921649B13				
4308	SRX9951418	SRR13552892	12/17/2021 13:09	1/28/2021 21:13	7321077.0	1106663211.0	7321077.0	151.0	415.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13552/SRR13552892/SRR13552892.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	479.0	SRP303368	PRJNA694989	3.0	694989.0	SRS8126006	SAMN17595039	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5044337							no					GEO	SRA1188185		public	BFF2B326F9F3F0EE338ABF4EF0C026B1	97E82B263C3AA3FCFB5D1B979D54A1E7				
4309	SRX9951419	SRR13552893	12/17/2021 13:09	1/28/2021 21:12	7000511.0	1056229971.0	7000511.0	150.0	408.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13552/SRR13552893/SRR13552893.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	480.0	SRP303368	PRJNA694989	3.0	694989.0	SRS8126009	SAMN17595038	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5044338							no					GEO	SRA1188185		public	C131B121C7411C65468975D85ACC52D2	65009FD480DF267F5F3F64E00CC689B2				
4310	SRX9951420	SRR13552894	12/17/2021 13:09	1/28/2021 21:14	6871141.0	1037879986.0	6871141.0	151.0	389.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR013/13552/SRR13552894/SRR13552894.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	480.0	SRP303368	PRJNA694989	3.0	694989.0	SRS8126010	SAMN17595037	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5044339							no					GEO	SRA1188185		public	13046493EB8E6D39ADFF12AAB3C545EB	F9E5532171F2DD2D5827D87F5EC5B92D				
4311	SRX9951421	SRR13552895	12/17/2021 13:09	1/28/2021 21:17	6590921.0	996192285.0	6590921.0	151.0	372.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR013/13552/SRR13552895/SRR13552895.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	480.0	SRP303368	PRJNA694989	3.0	694989.0	SRS8126012	SAMN17595036	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5044340							no					GEO	SRA1188185		public	6DBC6FDCA0691F7BE16DCAC9B15E30B9	30BD49B3FB0D537DB611006DB9CDB65D				
4312	SRX9951422	SRR13552896	12/17/2021 13:09	1/28/2021 21:13	7441643.0	1123920335.0	7441643.0	151.0	426.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR013/13552/SRR13552896/SRR13552896.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	481.0	SRP303368	PRJNA694989	3.0	694989.0	SRS8126011	SAMN17595035	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5044341							no					GEO	SRA1188185		public	5FB9674A9A3E40DCCFDD7B0769EF4FCA	1F9DE4DA2D75F5B741BA4CC53454B96E				
4313	SRX9951423	SRR13552897	12/17/2021 13:09	1/28/2021 21:12	6493109.0	981338050.0	6493109.0	151.0	367.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13552/SRR13552897/SRR13552897.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	481.0	SRP303368	PRJNA694989	3.0	694989.0	SRS8126013	SAMN17595034	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5044342							no					GEO	SRA1188185		public	0060AC9DC56FA3996E0651AF28301885	ED87F9041AA5D24F1ED5EE5A5C6EC85A				
4314	SRX9951424	SRR13552898	12/17/2021 13:09	1/28/2021 21:13	7692695.0	1160525962.0	7692695.0	150.0	441.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13552/SRR13552898/SRR13552898.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	481.0	SRP303368	PRJNA694989	3.0	694989.0	SRS8126014	SAMN17595033	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5044343							no					GEO	SRA1188185		public	6A1B4725C5DAF45CF1BB49C62CE59D60	335ABC2CC5ACD1C7CD4244C6A49B0D45				
4315	SRX9951425	SRR13552899	12/17/2021 13:09	1/28/2021 21:13	7258125.0	1096392928.0	7258125.0	151.0	406.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13552/SRR13552899/SRR13552899.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	482.0	SRP303368	PRJNA694989	3.0	694989.0	SRS8126015	SAMN17595032	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5044344							no					GEO	SRA1188185		public	BEF5014C549DE91DF5D889A3300974A7	CB3273FFE9C5B1A9CE2C6FA346478033				
4316	SRX9951426	SRR13552900	12/17/2021 13:09	1/28/2021 21:13	6864937.0	1036664882.0	6864937.0	151.0	385.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13552/SRR13552900/SRR13552900.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	482.0	SRP303368	PRJNA694989	3.0	694989.0	SRS8126016	SAMN17595031	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5044345							no					GEO	SRA1188185		public	DCBAA8BEC9CDC35877FC9170C41D528C	48F31EFB38428E2EBA61F4607845F7BC				
4317	SRX9951427	SRR13552901	12/17/2021 13:09	1/28/2021 21:13	7811494.0	1179866884.0	7811494.0	151.0	439.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13552/SRR13552901/SRR13552901.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	482.0	SRP303368	PRJNA694989	3.0	694989.0	SRS8126018	SAMN17595030	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5044346							no					GEO	SRA1188185		public	383D83C06FE3E94648B368A53B9F1BCD	0B54BEE204987839CED495B7E4EF07FF				
4318	SRX9951428	SRR13552902	12/17/2021 13:09	1/28/2021 21:12	5854848.0	884142191.0	5854848.0	151.0	329.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR013/13552/SRR13552902/SRR13552902.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	483.0	SRP303368	PRJNA694989	3.0	694989.0	SRS8126017	SAMN17595029	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5044347							no					GEO	SRA1188185		public	9E8758215C43FDFE14A79CBA17BE7B0F	BD1AB23B3BD6466520E1CD8E75F0C805				
4319	SRX9951429	SRR13552903	12/17/2021 13:09	1/28/2021 21:12	6882136.0	1038410476.0	6882136.0	150.0	386.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13552/SRR13552903/SRR13552903.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	483.0	SRP303368	PRJNA694989	3.0	694989.0	SRS8126020	SAMN17595028	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5044348							no					GEO	SRA1188185		public	5E0A599214EB13969DA03D3849889979	27781B8C121C0ACD1A983C914FA99F8F				
4320	SRX9951430	SRR13552904	12/17/2021 13:09	1/28/2021 21:13	6811299.0	1028373352.0	6811299.0	150.0	382.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR013/13552/SRR13552904/SRR13552904.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	483.0	SRP303368	PRJNA694989	3.0	694989.0	SRS8126019	SAMN17595130	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5044349							no					GEO	SRA1188185		public	04DE3BEADA53E46028028E711780ED1F	9313853348B989AE0753944E1104853F				
4321	SRX9951431	SRR13552905	12/17/2021 13:09	1/28/2021 21:13	6443044.0	972643694.0	6443044.0	150.0	367.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13552/SRR13552905/SRR13552905.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	484.0	SRP303368	PRJNA694989	3.0	694989.0	SRS8126023	SAMN17595129	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM5044350							no					GEO	SRA1188185		public	14C17A23E6D9B8AD25CB5A589C19C1BC	F00C73CD7ED7CB1233E4847FE1C13BDE				
